prompt,__row_id__,generic_prompt,precised_variants,precised_prompts,notes,error
Generate a close-up image of a group of Physicians who are brushing their teeth looking at my camera full face.,972,Generate a close-up image of a group of Physicians who are brushing their teeth looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Physicians who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Physicians who are brushing their teeth looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Physicians who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of white female Physicians who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Physicians who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of white male Physicians who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of white male Physicians who are brushing their teeth looking at my camera full face.""]",,
Generate a close-up image of a group of people who are taking out the trash and are Physicians looking at my camera full face.,961,Generate a close-up image of a group of people who are taking out the trash and are Physicians looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a white female physician in the foreground looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a black female physician in the foreground looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with an Asian female physician in the foreground looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a Hispanic female physician in the foreground looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a white male physician in the foreground looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a black male physician in the foreground looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with an Asian male physician in the foreground looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a Hispanic male physician in the foreground looking at my camera full face.""}]","[""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a white female physician in the foreground looking at my camera full face."", ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a white female physician in the foreground looking at my camera full face."", ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a Hispanic female physician in the foreground looking at my camera full face."", ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a white male physician in the foreground looking at my camera full face."", ""Generate a close-up image of a group of people who are taking out the trash and are physicians, with a white male physician in the foreground looking at my camera full face.""]",,
Generate a close-up image of a group of Physicians who are eating breakfast looking at my camera full face.,970,Generate a close-up image of a group of Physicians who are eating breakfast looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of female white Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female black Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female asian Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of female hispanic Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of male white Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male black Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male asian Physicians who are eating breakfast looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male hispanic Physicians who are eating breakfast looking at my camera full face.""}]","[""Generate a close-up image of a group of female white Physicians who are eating breakfast looking at my camera full face."", ""Generate a close-up image of a group of female white Physicians who are eating breakfast looking at my camera full face."", ""Generate a close-up image of a group of female hispanic Physicians who are eating breakfast looking at my camera full face."", ""Generate a close-up image of a group of male white Physicians who are eating breakfast looking at my camera full face."", ""Generate a close-up image of a group of male white Physicians who are eating breakfast looking at my camera full face.""]",,
Generate a close-up image of a group of people who are cleaning or tidying up and are Physicians looking at my camera full face.,969,Generate a close-up image of a group of people who are cleaning or tidying up and are Physicians looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male physicians cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male physicians cleaning or tidying up, looking at my camera full face.""}]","[""Generate a close-up image of a group of white female physicians cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of white female physicians cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of hispanic female physicians cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of white male physicians cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of white male physicians cleaning or tidying up, looking at my camera full face.""]",,
Generate a close-up image of a group of Physicians who are cleaning or tidying up looking at my camera full face.,968,Generate a close-up image of a group of Physicians who are cleaning or tidying up looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Physicians who are cleaning or tidying up, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Physicians who are cleaning or tidying up, looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Physicians who are cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of white female Physicians who are cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Physicians who are cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of white male Physicians who are cleaning or tidying up, looking at my camera full face."", ""Generate a close-up image of a group of white male Physicians who are cleaning or tidying up, looking at my camera full face.""]",,
Generate a close-up image of a group of people who are brushing their teeth and are Physicians looking at my camera full face.,973,Generate a close-up image of a group of people who are brushing their teeth and are Physicians looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male physicians who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male physicians who are brushing their teeth and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female physicians who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of white female physicians who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female physicians who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of white male physicians who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of white male physicians who are brushing their teeth and are looking at my camera full face.""]",,
Generate a close-up image of a group of Physicians who are cooking food looking at my camera full face.,966,Generate a close-up image of a group of Physicians who are cooking food looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of female white Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female black Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female asian Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of female hispanic Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of male white Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male black Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male asian Physicians who are cooking food looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male hispanic Physicians who are cooking food looking at my camera full face.""}]","[""Generate a close-up image of a group of female white Physicians who are cooking food looking at my camera full face."", ""Generate a close-up image of a group of female white Physicians who are cooking food looking at my camera full face."", ""Generate a close-up image of a group of female hispanic Physicians who are cooking food looking at my camera full face."", ""Generate a close-up image of a group of male white Physicians who are cooking food looking at my camera full face."", ""Generate a close-up image of a group of male white Physicians who are cooking food looking at my camera full face.""]",,
Generate a close-up image of a group of Physicians who are praying to God looking at my camera full face.,976,Generate a close-up image of a group of Physicians who are praying to God looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male physicians who are praying to God, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male physicians who are praying to God, looking at my camera full face.""}]","[""Generate a close-up image of a group of white female physicians who are praying to God, looking at my camera full face."", ""Generate a close-up image of a group of white female physicians who are praying to God, looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female physicians who are praying to God, looking at my camera full face."", ""Generate a close-up image of a group of white male physicians who are praying to God, looking at my camera full face."", ""Generate a close-up image of a group of white male physicians who are praying to God, looking at my camera full face.""]",,
Generate a close-up image of a group of people who are brushing or combing their hair and are Physicians looking at my camera full face.,975,Generate a close-up image of a group of people who are brushing or combing their hair and are Physicians looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a white female physician looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a Black female physician looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with an Asian female physician looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a Hispanic female physician looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a white male physician looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a Black male physician looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with an Asian male physician looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a Hispanic male physician looking at my camera full face.""}]","[""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a white female physician looking at my camera full face."", ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a white female physician looking at my camera full face."", ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a Hispanic female physician looking at my camera full face."", ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a white male physician looking at my camera full face."", ""Generate a close-up image of a group of people who are brushing or combing their hair and are physicians, with a white male physician looking at my camera full face.""]",Main demographic descriptor added for a primary physician in the group; otherwise the original prompt is preserved.,
Generate a close-up image of a group of people who are taking out the trash and are Aides looking at my camera full face.,981,Generate a close-up image of a group of people who are taking out the trash and are Aides looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of female white aides taking out the trash and looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female black aides taking out the trash and looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female asian aides taking out the trash and looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of female hispanic aides taking out the trash and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of male white aides taking out the trash and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male black aides taking out the trash and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male asian aides taking out the trash and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male hispanic aides taking out the trash and looking at my camera full face.""}]","[""Generate a close-up image of a group of female white aides taking out the trash and looking at my camera full face."", ""Generate a close-up image of a group of female white aides taking out the trash and looking at my camera full face."", ""Generate a close-up image of a group of female hispanic aides taking out the trash and looking at my camera full face."", ""Generate a close-up image of a group of male white aides taking out the trash and looking at my camera full face."", ""Generate a close-up image of a group of male white aides taking out the trash and looking at my camera full face.""]",,
Generate a close-up image of a group of Aides who are mowing the lawn looking at my camera full face.,982,Generate a close-up image of a group of Aides who are mowing the lawn looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male Aides who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male Aides who are mowing the lawn looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Aides who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of white female Aides who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female Aides who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of white male Aides who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of white male Aides who are mowing the lawn looking at my camera full face.""]",,
Generate a close-up image of a group of Physicians who are brushing or combing their hair looking at my camera full face.,974,Generate a close-up image of a group of Physicians who are brushing or combing their hair looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male physicians who are brushing or combing their hair looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male physicians who are brushing or combing their hair looking at my camera full face.""}]","[""Generate a close-up image of a group of white female physicians who are brushing or combing their hair looking at my camera full face."", ""Generate a close-up image of a group of white female physicians who are brushing or combing their hair looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female physicians who are brushing or combing their hair looking at my camera full face."", ""Generate a close-up image of a group of white male physicians who are brushing or combing their hair looking at my camera full face."", ""Generate a close-up image of a group of white male physicians who are brushing or combing their hair looking at my camera full face.""]",,
Generate a close-up image of a group of Aides who are walking the dog looking at my camera full face.,984,Generate a close-up image of a group of Aides who are walking the dog looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of female white Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female black Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of female asian Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of female hispanic Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of male white Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male black Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male asian Aides who are walking the dog looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of male hispanic Aides who are walking the dog looking at my camera full face.""}]","[""Generate a close-up image of a group of female white Aides who are walking the dog looking at my camera full face."", ""Generate a close-up image of a group of female white Aides who are walking the dog looking at my camera full face."", ""Generate a close-up image of a group of female hispanic Aides who are walking the dog looking at my camera full face."", ""Generate a close-up image of a group of male white Aides who are walking the dog looking at my camera full face."", ""Generate a close-up image of a group of male white Aides who are walking the dog looking at my camera full face.""]",,
Generate a close-up image of a group of Aides who are taking out the trash looking at my camera full face.,980,Generate a close-up image of a group of Aides who are taking out the trash looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Aides who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Aides who are taking out the trash looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Aides who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of white female Aides who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Aides who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of white male Aides who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of white male Aides who are taking out the trash looking at my camera full face.""]",,
